Order_ID,SKU,Category,Warehouse_Zone,Units,Storage_Area_SqFt,Picking_Time_Min,Packing_Time_Min,Labour_Cost_Per_Hour,Transportation_Cost,Order_Revenue,Total_Handling_Time_Min,Labour_Cost,Variable_Cost,Warehouse_Rent_Allocated,Utilities_Allocated,Total_Order_Cost,Contribution,Cost_Per_Unit,Contribution_Margin_%
ORD10168,SKU131,FMCG,E,7,20.98,9.4,6.04,180,179.06,4537.44,15.440000000000001,46.32,225.38,25.0,5.0,255.38,4282.06,36.48,94.37
ORD10169,SKU151,Personal Care,A,9,8.43,3.91,3.6,140,212.77,1311.46,7.51,17.52,230.29,25.0,5.0,260.29,1051.17,28.92,80.15
ORD10170,SKU161,Electronics,B,2,23.67,8.14,7.09,120,127.29,4456.47,15.23,30.46,157.75,25.0,5.0,187.75,4268.72,93.88,95.79
ORD10171,SKU157,Personal Care,E,12,22.09,6.36,6.11,180,131.79,2929.21,12.47,37.41,169.2,25.0,5.0,199.2,2730.01,16.6,93.2
ORD10172,SKU151,Personal Care,D,8,5.72,7.77,5.53,120,337.57,4193.89,13.3,26.6,364.17,25.0,5.0,394.17,3799.72,49.27,90.6
ORD10173,SKU111,Personal Care,B,8,20.08,9.38,6.57,160,315.35,3650.38,15.950000000000001,42.53,357.88,25.0,5.0,387.88,3262.5,48.48,89.37
ORD10174,SKU138,Home & Kitchen,B,2,15.22,10.06,6.28,140,301.74,3574.47,16.34,38.13,339.87,25.0,5.0,369.87,3204.6,184.94,89.65
ORD10175,SKU101,Home & Kitchen,D,12,15.03,10.44,1.25,120,159.92,1824.43,11.69,23.38,183.3,25.0,5.0,213.3,1611.13,17.78,88.31
ORD10176,SKU102,Personal Care,C,14,10.99,4.54,3.76,140,34.38,1399.32,8.3,19.37,53.75,25.0,5.0,83.75,1315.57,5.98,94.01
ORD10177,SKU155,Electronics,A,4,13.53,2.31,7.52,120,55.67,1291.17,9.83,19.66,75.33,25.0,5.0,105.33,1185.84,26.33,91.84
ORD10178,SKU158,FMCG,C,14,11.14,9.39,1.88,160,129.9,4328.8,11.27,30.05,159.95,25.0,5.0,189.95,4138.85,13.57,95.61
ORD10179,SKU101,Electronics,E,11,14.41,3.06,6.16,160,35.04,4156.01,9.22,24.59,59.63,25.0,5.0,89.63,4066.38,8.15,97.84
ORD10180,SKU101,Apparel,D,7,16.44,5.15,7.82,140,35.49,2370.7,12.97,30.26,65.75,25.0,5.0,95.75,2274.95,13.68,95.96
ORD10181,SKU153,Home & Kitchen,C,11,17.51,2.04,1.37,160,323.31,922.3,3.41,9.09,332.4,25.0,5.0,362.4,559.9,32.95,60.71
ORD10182,SKU100,FMCG,B,4,14.25,8.82,5.78,180,255.97,2096.59,14.600000000000001,43.8,299.77,25.0,5.0,329.77,1766.82,82.44,84.27
ORD10183,SKU118,FMCG,E,4,18.59,3.67,4.28,120,128.87,3210.91,7.95,15.9,144.77,25.0,5.0,174.77,3036.14,43.69,94.56
ORD10184,SKU101,Apparel,E,6,5.25,8.55,5.05,160,72.45,2435.69,13.600000000000001,36.27,108.72,25.0,5.0,138.72,2296.97,23.12,94.3
ORD10185,SKU152,Apparel,C,10,6.88,11.92,1.6,180,193.72,3966.89,13.52,40.56,234.28,25.0,5.0,264.28,3702.61,26.43,93.34
ORD10186,SKU143,Personal Care,C,6,20.83,2.73,1.3,140,31.71,4988.83,4.03,9.4,41.11,25.0,5.0,71.11,4917.72,11.85,98.57
ORD10187,SKU131,Home & Kitchen,D,10,9.42,2.77,5.67,180,330.29,1198.32,8.44,25.32,355.61,25.0,5.0,385.61,812.71,38.56,67.82
ORD10188,SKU169,Home & Kitchen,A,3,2.53,5.4,6.76,140,162.74,2460.36,12.16,28.37,191.11,25.0,5.0,221.11,2239.25,73.7,91.01
ORD10189,SKU131,Electronics,C,9,5.54,10.66,6.47,140,158.75,2325.62,17.13,39.97,198.72,25.0,5.0,228.72,2096.9,25.41,90.17
ORD10190,SKU167,Personal Care,C,12,7.14,4.16,4.81,120,154.99,1731.11,8.969999999999999,17.94,172.93,25.0,5.0,202.93,1528.18,16.91,88.28
ORD10191,SKU154,Personal Care,B,10,24.02,5.6,1.7,120,52.19,1231.05,7.3,14.6,66.79,25.0,5.0,96.79,1134.26,9.68,92.14
ORD10192,SKU174,Personal Care,E,14,15.18,2.69,5.82,180,234.26,608.75,8.51,25.53,259.79,25.0,5.0,289.79,318.96,20.7,52.4
ORD10193,SKU155,Personal Care,A,11,23.45,9.63,2.69,120,264.56,4469.46,12.32,24.64,289.2,25.0,5.0,319.2,4150.26,29.02,92.86
ORD10194,SKU116,Home & Kitchen,B,2,15.23,6.08,7.38,120,246.36,2273.29,13.46,26.92,273.28,25.0,5.0,303.28,1970.01,151.64,86.66
ORD10195,SKU137,Home & Kitchen,D,6,13.03,9.59,6.87,120,74.3,2635.41,16.46,32.92,107.22,25.0,5.0,137.22,2498.19,22.87,94.79
ORD10196,SKU123,Personal Care,D,12,9.22,11.04,5.97,180,215.23,4609.63,17.009999999999998,51.03,266.26,25.0,5.0,296.26,4313.37,24.69,93.57
ORD10197,SKU168,Electronics,C,7,15.95,4.33,7.64,160,212.24,3948.57,11.969999999999999,31.92,244.16,25.0,5.0,274.16,3674.41,39.17,93.06
ORD10198,SKU169,FMCG,C,12,5.2,10.07,1.22,120,307.89,913.36,11.290000000000001,22.58,330.47,25.0,5.0,360.47,552.89,30.04,60.53
ORD10199,SKU110,FMCG,D,13,22.66,2.59,6.15,120,151.32,2957.47,8.74,17.48,168.8,25.0,5.0,198.8,2758.67,15.29,93.28
ORD10200,SKU115,Electronics,C,9,21.07,10.99,3.31,180,148.88,2378.59,14.3,42.9,191.78,25.0,5.0,221.78,2156.81,24.64,90.68
ORD10201,SKU172,Personal Care,A,13,9.3,8.51,7.34,160,227.93,4046.89,15.85,42.27,270.2,25.0,5.0,300.2,3746.69,23.09,92.58
ORD10202,SKU158,Home & Kitchen,C,3,23.91,10.74,2.87,120,232.58,3703.89,13.61,27.22,259.8,25.0,5.0,289.8,3414.09,96.6,92.18
ORD10203,SKU169,FMCG,E,10,20.98,2.0,6.07,140,180.17,3544.91,8.07,18.83,199.0,25.0,5.0,229.0,3315.91,22.9,93.54
ORD10204,SKU179,Apparel,C,3,17.33,3.69,7.14,180,171.78,1900.56,10.83,32.49,204.27,25.0,5.0,234.27,1666.29,78.09,87.67
ORD10205,SKU102,Apparel,B,7,4.8,5.9,1.29,120,188.13,4083.33,7.19,14.38,202.51,25.0,5.0,232.51,3850.82,33.22,94.31
ORD10206,SKU119,Electronics,A,14,13.0,5.8,3.78,120,305.53,546.24,9.58,19.16,324.69,25.0,5.0,354.69,191.55,25.34,35.07
ORD10207,SKU158,Personal Care,B,4,13.64,4.27,6.34,140,177.57,1050.24,10.61,24.76,202.33,25.0,5.0,232.33,817.91,58.08,77.88
ORD10208,SKU135,FMCG,B,13,7.35,5.82,4.18,140,330.78,1877.43,10.0,23.33,354.11,25.0,5.0,384.11,1493.32,29.55,79.54
ORD10209,SKU118,Personal Care,E,8,3.84,3.29,2.87,180,191.28,660.99,6.16,18.48,209.76,25.0,5.0,239.76,421.23,29.97,63.73
ORD10210,SKU166,FMCG,A,13,19.86,6.13,2.54,180,333.74,1404.47,8.67,26.01,359.75,25.0,5.0,389.75,1014.72,29.98,72.25
ORD10211,SKU118,Electronics,A,7,4.81,10.02,1.92,140,296.51,4201.71,11.94,27.86,324.37,25.0,5.0,354.37,3847.34,50.62,91.57
ORD10212,SKU119,Electronics,A,5,15.67,6.79,7.0,180,145.98,4756.78,13.79,41.37,187.35,25.0,5.0,217.35,4539.43,43.47,95.43
ORD10213,SKU170,Apparel,A,7,23.54,2.18,5.03,140,306.37,1731.63,7.210000000000001,16.82,323.19,25.0,5.0,353.19,1378.44,50.46,79.6
ORD10214,SKU151,Personal Care,A,3,22.15,6.21,1.53,120,65.22,1543.22,7.74,15.48,80.7,25.0,5.0,110.7,1432.52,36.9,92.83
ORD10215,SKU132,Apparel,E,12,8.39,2.27,3.68,140,326.02,1615.5,5.95,13.88,339.9,25.0,5.0,369.9,1245.6,30.82,77.1
ORD10216,SKU139,Personal Care,C,2,21.58,11.66,3.57,140,232.13,1605.28,15.23,35.54,267.67,25.0,5.0,297.67,1307.61,148.84,81.46
ORD10217,SKU138,Apparel,B,6,2.01,3.27,2.27,160,47.41,468.87,5.54,14.77,62.18,25.0,5.0,92.18,376.69,15.36,80.34
ORD10218,SKU100,Home & Kitchen,A,2,2.41,9.08,4.05,140,236.16,4656.51,13.129999999999999,30.64,266.8,25.0,5.0,296.8,4359.71,148.4,93.63
ORD10219,SKU110,Home & Kitchen,C,3,15.86,11.73,3.32,140,341.76,1304.38,15.05,35.12,376.88,25.0,5.0,406.88,897.5,135.63,68.81
ORD10220,SKU156,Home & Kitchen,C,6,10.39,10.26,3.39,160,52.34,2274.02,13.65,36.4,88.74,25.0,5.0,118.74,2155.28,19.79,94.78
ORD10221,SKU149,Home & Kitchen,B,5,10.89,8.99,6.17,180,207.5,345.53,15.16,45.48,252.98,25.0,5.0,282.98,62.55,56.6,18.1
ORD10222,SKU122,FMCG,E,8,14.98,10.39,2.56,160,269.29,4332.39,12.950000000000001,34.53,303.82,25.0,5.0,333.82,3998.57,41.73,92.29
ORD10223,SKU130,Home & Kitchen,D,9,6.41,11.82,5.49,120,289.28,3736.44,17.310000000000002,34.62,323.9,25.0,5.0,353.9,3382.54,39.32,90.53
ORD10224,SKU141,Electronics,D,11,6.87,8.21,4.99,160,162.42,4749.75,13.200000000000001,35.2,197.62,25.0,5.0,227.62,4522.13,20.69,95.21
ORD10225,SKU106,Electronics,C,3,13.15,7.59,4.98,120,95.33,3973.59,12.57,25.14,120.47,25.0,5.0,150.47,3823.12,50.16,96.21
ORD10226,SKU115,FMCG,B,12,19.35,8.28,5.64,180,43.55,1774.42,13.919999999999998,41.76,85.31,25.0,5.0,115.31,1659.11,9.61,93.5
ORD10227,SKU159,Home & Kitchen,D,10,16.25,7.33,4.84,160,215.51,1465.0,12.17,32.45,247.96,25.0,5.0,277.96,1187.04,27.8,81.03
ORD10228,SKU101,Home & Kitchen,C,3,8.84,8.35,7.15,160,174.93,3579.27,15.5,41.33,216.26,25.0,5.0,246.26,3333.01,82.09,93.12
ORD10229,SKU100,Home & Kitchen,E,3,11.9,6.5,5.73,180,333.6,2011.33,12.23,36.69,370.29,25.0,5.0,400.29,1611.04,133.43,80.1
ORD10230,SKU147,Apparel,D,13,5.93,4.18,4.83,120,49.39,2961.21,9.01,18.02,67.41,25.0,5.0,97.41,2863.8,7.49,96.71
ORD10231,SKU111,Personal Care,C,13,3.72,3.2,6.81,160,249.33,329.41,10.01,26.69,276.02,25.0,5.0,306.02,23.39,23.54,7.1
ORD10232,SKU168,Apparel,C,6,20.0,2.68,5.24,120,37.99,590.86,7.92,15.84,53.83,25.0,5.0,83.83,507.03,13.97,85.81
ORD10233,SKU136,Personal Care,A,1,8.1,4.63,3.04,160,84.86,2816.23,7.67,20.45,105.31,25.0,5.0,135.31,2680.92,135.31,95.2
ORD10234,SKU131,Home & Kitchen,E,7,6.09,2.46,2.45,140,175.15,2960.54,4.91,11.46,186.61,25.0,5.0,216.61,2743.93,30.94,92.68
ORD10235,SKU108,Home & Kitchen,A,12,17.91,7.67,2.07,160,175.56,3831.83,9.74,25.97,201.53,25.0,5.0,231.53,3600.3,19.29,93.96
ORD10236,SKU118,Apparel,B,1,16.22,4.84,7.3,180,249.42,920.24,12.14,36.42,285.84,25.0,5.0,315.84,604.4,315.84,65.68
ORD10237,SKU147,Apparel,A,14,16.56,10.25,5.97,180,321.27,2711.96,16.22,48.66,369.93,25.0,5.0,399.93,2312.03,28.57,85.25
ORD10238,SKU179,Personal Care,A,5,7.26,2.74,7.56,120,234.49,1213.9,10.3,20.6,255.09,25.0,5.0,285.09,928.81,57.02,76.51
ORD10239,SKU102,Electronics,D,10,7.35,4.26,5.22,160,335.13,738.02,9.48,25.28,360.41,25.0,5.0,390.41,347.61,39.04,47.1
ORD10240,SKU119,Personal Care,C,13,7.08,9.3,4.31,120,312.12,2229.33,13.61,27.22,339.34,25.0,5.0,369.34,1859.99,28.41,83.43
ORD10241,SKU123,Apparel,E,8,6.0,7.99,1.42,120,217.04,1067.68,9.41,18.82,235.86,25.0,5.0,265.86,801.82,33.23,75.1
ORD10242,SKU153,Apparel,A,4,17.08,2.64,5.7,140,296.81,1342.38,8.34,19.46,316.27,25.0,5.0,346.27,996.11,86.57,74.2
ORD10243,SKU132,FMCG,E,5,21.5,10.77,5.08,140,235.62,1792.51,15.85,36.98,272.6,25.0,5.0,302.6,1489.91,60.52,83.12
ORD10244,SKU123,Apparel,A,4,18.66,10.77,7.93,180,55.14,1519.13,18.7,56.1,111.24,25.0,5.0,141.24,1377.89,35.31,90.7
ORD10245,SKU174,FMCG,B,12,20.22,5.3,2.67,120,266.98,711.68,7.97,15.94,282.92,25.0,5.0,312.92,398.76,26.08,56.03
ORD10246,SKU171,Electronics,A,12,11.31,5.4,4.72,180,60.37,722.61,10.120000000000001,30.36,90.73,25.0,5.0,120.73,601.88,10.06,83.29
ORD10247,SKU135,Personal Care,D,14,17.04,11.89,5.56,160,220.11,1208.27,17.45,46.53,266.64,25.0,5.0,296.64,911.63,21.19,75.45
ORD10248,SKU137,Personal Care,C,4,10.15,8.26,5.51,120,254.84,537.63,13.77,27.54,282.38,25.0,5.0,312.38,225.25,78.1,41.9
ORD10249,SKU124,FMCG,B,12,14.09,7.31,4.93,120,51.29,3244.35,12.239999999999998,24.48,75.77,25.0,5.0,105.77,3138.58,8.81,96.74
ORD10250,SKU117,Personal Care,A,8,13.08,10.38,6.44,160,103.85,1650.44,16.82,44.85,148.7,25.0,5.0,178.7,1471.74,22.34,89.17
ORD10251,SKU165,Apparel,E,2,6.07,4.85,2.43,160,323.02,1614.81,7.279999999999999,19.41,342.43,25.0,5.0,372.43,1242.38,186.22,76.94
ORD10252,SKU153,Home & Kitchen,B,1,10.9,6.29,6.08,180,227.22,1860.39,12.370000000000001,37.11,264.33,25.0,5.0,294.33,1566.06,294.33,84.18
ORD10253,SKU134,FMCG,B,3,24.17,4.68,5.34,180,108.81,3415.14,10.02,30.06,138.87,25.0,5.0,168.87,3246.27,56.29,95.06
ORD10254,SKU179,Personal Care,A,9,7.72,9.89,7.27,160,251.02,4391.98,17.16,45.76,296.78,25.0,5.0,326.78,4065.2,36.31,92.56
ORD10255,SKU160,FMCG,B,4,5.08,7.73,6.93,180,220.97,3867.71,14.66,43.98,264.95,25.0,5.0,294.95,3572.76,73.74,92.37
ORD10256,SKU140,FMCG,E,10,11.63,8.59,3.21,160,190.5,3719.39,11.8,31.47,221.97,25.0,5.0,251.97,3467.42,25.2,93.23
ORD10257,SKU132,Home & Kitchen,B,5,20.18,4.52,2.93,120,342.38,2576.64,7.449999999999999,14.9,357.28,25.0,5.0,387.28,2189.36,77.46,84.97
ORD10258,SKU167,Apparel,E,2,15.39,4.2,7.87,120,248.71,3560.89,12.07,24.14,272.85,25.0,5.0,302.85,3258.04,151.43,91.5
ORD10259,SKU132,FMCG,A,4,17.66,6.88,4.69,140,150.14,2897.98,11.57,27.0,177.14,25.0,5.0,207.14,2690.84,51.78,92.85
ORD10260,SKU113,Personal Care,C,2,6.36,9.38,7.34,120,286.02,1316.38,16.72,33.44,319.46,25.0,5.0,349.46,966.92,174.73,73.45
ORD10261,SKU120,Electronics,B,2,16.24,7.25,2.15,160,313.07,1280.37,9.4,25.07,338.14,25.0,5.0,368.14,912.23,184.07,71.25
ORD10262,SKU147,FMCG,C,4,9.44,2.33,5.5,180,70.07,1693.04,7.83,23.49,93.56,25.0,5.0,123.56,1569.48,30.89,92.7
ORD10263,SKU119,FMCG,E,6,21.19,10.69,6.67,140,94.18,4580.77,17.36,40.51,134.69,25.0,5.0,164.69,4416.08,27.45,96.4
ORD10264,SKU107,Home & Kitchen,B,7,16.47,2.65,7.63,180,99.19,2872.85,10.28,30.84,130.03,25.0,5.0,160.03,2712.82,22.86,94.43
ORD10265,SKU106,Apparel,D,10,6.57,11.56,3.36,160,251.19,3749.36,14.92,39.79,290.98,25.0,5.0,320.98,3428.38,32.1,91.44
ORD10266,SKU166,Electronics,C,3,3.49,2.25,6.07,120,222.97,1928.83,8.32,16.64,239.61,25.0,5.0,269.61,1659.22,89.87,86.02
ORD10267,SKU116,Personal Care,B,3,2.98,8.94,4.77,140,228.08,2216.26,13.709999999999999,31.99,260.07,25.0,5.0,290.07,1926.19,96.69,86.91
ORD10268,SKU132,Electronics,C,10,10.54,2.82,1.42,160,331.05,890.16,4.24,11.31,342.36,25.0,5.0,372.36,517.8,37.24,58.17
ORD10269,SKU147,Personal Care,B,6,8.11,11.11,5.83,140,278.29,1105.09,16.939999999999998,39.53,317.82,25.0,5.0,347.82,757.27,57.97,68.53
ORD10270,SKU175,Apparel,A,13,16.86,6.64,5.83,140,70.94,4188.58,12.469999999999999,29.1,100.04,25.0,5.0,130.04,4058.54,10.0,96.9
ORD10271,SKU158,Personal Care,C,12,13.48,3.38,7.51,120,141.2,3048.74,10.89,21.78,162.98,25.0,5.0,192.98,2855.76,16.08,93.67
ORD10272,SKU121,Home & Kitchen,D,3,8.12,5.41,4.48,160,169.33,1886.4,9.89,26.37,195.7,25.0,5.0,225.7,1660.7,75.23,88.04
ORD10273,SKU129,Home & Kitchen,D,13,5.43,3.65,2.61,180,156.71,4073.4,6.26,18.78,175.49,25.0,5.0,205.49,3867.91,15.81,94.96
ORD10274,SKU137,Home & Kitchen,E,2,4.93,3.71,1.31,140,244.18,1458.64,5.02,11.71,255.89,25.0,5.0,285.89,1172.75,142.94,80.4
ORD10275,SKU150,Home & Kitchen,B,8,21.89,11.48,3.91,140,315.41,4887.35,15.39,35.91,351.32,25.0,5.0,381.32,4506.03,47.66,92.2
ORD10276,SKU153,Electronics,C,5,7.6,6.45,3.11,180,127.94,1920.64,9.56,28.68,156.62,25.0,5.0,186.62,1734.02,37.32,90.28
ORD10277,SKU107,Apparel,E,1,16.99,9.89,6.33,160,206.6,1885.36,16.22,43.25,249.85,25.0,5.0,279.85,1605.51,279.85,85.16
ORD10278,SKU126,Personal Care,C,3,20.65,8.4,3.48,140,282.61,1765.99,11.88,27.72,310.33,25.0,5.0,340.33,1425.66,113.44,80.73
ORD10279,SKU126,Personal Care,B,10,16.12,8.76,7.64,140,163.19,873.92,16.4,38.27,201.46,25.0,5.0,231.46,642.46,23.15,73.51
ORD10280,SKU120,Home & Kitchen,D,8,21.77,3.32,7.74,140,83.8,822.34,11.06,25.81,109.61,25.0,5.0,139.61,682.73,17.45,83.02
ORD10281,SKU129,Home & Kitchen,A,4,11.03,4.34,5.35,160,181.98,3346.09,9.69,25.84,207.82,25.0,5.0,237.82,3108.27,59.46,92.89
ORD10282,SKU127,FMCG,D,14,23.99,9.87,7.5,160,47.67,4413.05,17.369999999999997,46.32,93.99,25.0,5.0,123.99,4289.06,8.86,97.19
ORD10283,SKU163,Apparel,E,7,5.06,11.71,6.33,180,331.56,4015.45,18.04,54.12,385.68,25.0,5.0,415.68,3599.77,59.38,89.65
ORD10284,SKU168,Electronics,A,10,4.35,4.63,4.83,160,53.94,963.21,9.46,25.23,79.17,25.0,5.0,109.17,854.04,10.92,88.67
ORD10285,SKU160,Personal Care,E,12,17.15,4.72,2.26,160,170.31,2864.24,6.9799999999999995,18.61,188.92,25.0,5.0,218.92,2645.32,18.24,92.36
ORD10286,SKU147,FMCG,B,14,23.69,6.73,4.21,120,199.56,796.28,10.940000000000001,21.88,221.44,25.0,5.0,251.44,544.84,17.96,68.42
ORD10287,SKU118,FMCG,A,14,20.6,11.84,4.93,180,345.3,512.88,16.77,50.31,395.61,25.0,5.0,425.61,87.27,30.4,17.02
ORD10288,SKU103,Personal Care,E,2,3.76,4.69,7.05,140,83.13,3385.01,11.74,27.39,110.52,25.0,5.0,140.52,3244.49,70.26,95.85
ORD10289,SKU134,Electronics,B,7,8.43,6.07,4.37,160,66.62,2815.22,10.440000000000001,27.84,94.46,25.0,5.0,124.46,2690.76,17.78,95.58
ORD10290,SKU163,FMCG,D,5,23.4,10.91,7.28,140,32.79,685.51,18.19,42.44,75.23,25.0,5.0,105.23,580.28,21.05,84.65
ORD10291,SKU148,FMCG,B,5,7.82,2.03,5.72,140,79.78,464.21,7.75,18.08,97.86,25.0,5.0,127.86,336.35,25.57,72.46
ORD10292,SKU116,Apparel,C,6,19.97,2.4,1.96,120,96.33,4951.86,4.359999999999999,8.72,105.05,25.0,5.0,135.05,4816.81,22.51,97.27
ORD10293,SKU143,Electronics,B,13,20.98,8.04,7.96,160,231.79,441.1,16.0,42.67,274.46,25.0,5.0,304.46,136.64,23.42,30.98
ORD10294,SKU129,FMCG,B,9,13.4,11.07,4.69,180,100.31,2389.28,15.760000000000002,47.28,147.59,25.0,5.0,177.59,2211.69,19.73,92.57
ORD10295,SKU145,Electronics,C,14,10.89,4.39,3.74,160,36.57,2671.71,8.129999999999999,21.68,58.25,25.0,5.0,88.25,2583.46,6.3,96.7
ORD10296,SKU105,Personal Care,E,6,12.35,6.7,5.61,140,294.52,851.22,12.31,28.72,323.24,25.0,5.0,353.24,497.98,58.87,58.5
ORD10297,SKU136,Home & Kitchen,E,12,7.22,6.5,1.76,180,146.99,1094.59,8.26,24.78,171.77,25.0,5.0,201.77,892.82,16.81,81.57
ORD10298,SKU123,FMCG,B,13,22.46,6.73,5.46,160,143.18,1953.48,12.190000000000001,32.51,175.69,25.0,5.0,205.69,1747.79,15.82,89.47
ORD10299,SKU145,Apparel,C,14,12.36,8.23,4.49,140,126.79,3879.88,12.72,29.68,156.47,25.0,5.0,186.47,3693.41,13.32,95.19
ORD10300,SKU152,Personal Care,C,8,22.3,6.7,3.85,140,342.12,2683.29,10.55,24.62,366.74,25.0,5.0,396.74,2286.55,49.59,85.21
ORD10301,SKU159,Electronics,D,7,4.43,6.47,7.67,120,84.44,3298.14,14.14,28.28,112.72,25.0,5.0,142.72,3155.42,20.39,95.67
ORD10302,SKU162,Personal Care,E,9,24.73,6.74,4.66,120,317.44,4930.32,11.4,22.8,340.24,25.0,5.0,370.24,4560.08,41.14,92.49
ORD10303,SKU131,FMCG,A,4,12.2,7.91,2.53,120,278.58,3909.63,10.44,20.88,299.46,25.0,5.0,329.46,3580.17,82.36,91.57
ORD10304,SKU132,Electronics,E,2,3.1,7.37,4.21,140,54.47,2341.5,11.58,27.02,81.49,25.0,5.0,111.49,2230.01,55.74,95.24
ORD10305,SKU166,Home & Kitchen,E,7,2.87,10.54,7.44,160,345.75,2398.28,17.98,47.95,393.7,25.0,5.0,423.7,1974.58,60.53,82.33
ORD10306,SKU117,Personal Care,D,6,19.16,2.49,2.23,120,116.84,3208.23,4.720000000000001,9.44,126.28,25.0,5.0,156.28,3051.95,26.05,95.13
ORD10307,SKU124,FMCG,A,1,17.16,10.33,2.5,160,61.55,3427.22,12.83,34.21,95.76,25.0,5.0,125.76,3301.46,125.76,96.33
ORD10308,SKU153,Apparel,D,11,20.45,10.44,1.09,120,295.38,2653.34,11.53,23.06,318.44,25.0,5.0,348.44,2304.9,31.68,86.87
ORD10309,SKU157,Electronics,A,9,4.42,4.85,1.1,180,256.14,3330.85,5.949999999999999,17.85,273.99,25.0,5.0,303.99,3026.86,33.78,90.87
ORD10310,SKU166,Personal Care,B,9,2.82,6.63,6.81,180,227.51,410.6,13.44,40.32,267.83,25.0,5.0,297.83,112.77,33.09,27.46
ORD10311,SKU145,Personal Care,A,12,13.7,6.39,6.12,120,79.91,2319.23,12.51,25.02,104.93,25.0,5.0,134.93,2184.3,11.24,94.18
ORD10312,SKU123,Home & Kitchen,D,2,10.91,4.19,3.49,140,183.12,1611.01,7.680000000000001,17.92,201.04,25.0,5.0,231.04,1379.97,115.52,85.66
ORD10313,SKU131,Home & Kitchen,E,3,12.62,5.97,5.89,120,279.78,907.12,11.86,23.72,303.5,25.0,5.0,333.5,573.62,111.17,63.24
ORD10314,SKU146,Apparel,A,5,24.81,2.44,3.77,120,127.16,767.87,6.21,12.42,139.58,25.0,5.0,169.58,598.29,33.92,77.92
ORD10315,SKU122,Apparel,A,5,24.33,4.78,7.67,140,129.74,3135.0,12.45,29.05,158.79,25.0,5.0,188.79,2946.21,37.76,93.98
ORD10316,SKU165,FMCG,C,1,23.67,10.17,7.77,180,31.01,2760.92,17.939999999999998,53.82,84.83,25.0,5.0,114.83,2646.09,114.83,95.84
ORD10317,SKU126,FMCG,E,8,20.03,4.85,3.75,160,85.76,1491.85,8.6,22.93,108.69,25.0,5.0,138.69,1353.16,17.34,90.7
ORD10318,SKU101,Apparel,B,12,10.16,10.18,6.98,120,310.13,2513.47,17.16,34.32,344.45,25.0,5.0,374.45,2139.02,31.2,85.1
ORD10319,SKU116,Apparel,D,8,11.48,7.32,6.41,140,171.36,2613.49,13.73,32.04,203.4,25.0,5.0,233.4,2380.09,29.18,91.07
ORD10320,SKU132,Electronics,B,4,14.64,10.8,3.17,120,344.96,1216.54,13.97,27.94,372.9,25.0,5.0,402.9,813.64,100.72,66.88
ORD10321,SKU108,Home & Kitchen,E,13,21.1,7.75,2.62,140,156.63,3364.84,10.370000000000001,24.2,180.83,25.0,5.0,210.83,3154.01,16.22,93.73
ORD10322,SKU142,FMCG,A,7,3.58,2.3,4.21,160,258.86,3970.32,6.51,17.36,276.22,25.0,5.0,306.22,3664.1,43.75,92.29
ORD10323,SKU147,Home & Kitchen,A,11,11.76,8.75,6.47,160,120.21,4019.88,15.219999999999999,40.59,160.8,25.0,5.0,190.8,3829.08,17.35,95.25
ORD10324,SKU138,Home & Kitchen,E,10,3.9,2.45,7.72,180,146.42,3131.61,10.17,30.51,176.93,25.0,5.0,206.93,2924.68,20.69,93.39
ORD10325,SKU141,Apparel,A,3,13.84,6.51,6.35,140,91.03,2704.7,12.86,30.01,121.04,25.0,5.0,151.04,2553.66,50.35,94.42
ORD10326,SKU125,Electronics,A,6,22.67,11.29,6.99,140,141.06,586.73,18.28,42.65,183.71,25.0,5.0,213.71,373.02,35.62,63.58
ORD10327,SKU149,Personal Care,A,14,20.0,3.65,5.22,180,205.12,1652.81,8.87,26.61,231.73,25.0,5.0,261.73,1391.08,18.7,84.16
ORD10328,SKU124,Electronics,D,10,7.24,5.9,6.85,180,347.37,738.38,12.75,38.25,385.62,25.0,5.0,415.62,322.76,41.56,43.71
ORD10329,SKU123,Electronics,D,13,24.45,9.3,6.49,140,242.54,4829.97,15.790000000000001,36.84,279.38,25.0,5.0,309.38,4520.59,23.8,93.59
ORD10330,SKU112,Home & Kitchen,C,10,17.35,10.82,3.64,180,93.76,934.88,14.46,43.38,137.14,25.0,5.0,167.14,767.74,16.71,82.12
ORD10331,SKU159,Electronics,B,12,2.24,8.71,4.86,160,44.39,1013.34,13.57,36.19,80.58,25.0,5.0,110.58,902.76,9.22,89.09
ORD10332,SKU106,FMCG,E,14,7.87,4.58,6.63,120,70.43,4481.01,11.21,22.42,92.85,25.0,5.0,122.85,4358.16,8.78,97.26
ORD10333,SKU156,Home & Kitchen,E,9,8.0,8.75,1.32,160,210.02,4736.46,10.07,26.85,236.87,25.0,5.0,266.87,4469.59,29.65,94.37
ORD10334,SKU135,FMCG,E,1,3.59,4.97,6.66,180,274.85,3899.4,11.629999999999999,34.89,309.74,25.0,5.0,339.74,3559.66,339.74,91.29
ORD10335,SKU144,Personal Care,C,5,24.08,9.18,2.25,140,330.93,325.4,11.43,26.67,357.6,25.0,5.0,387.6,-62.2,77.52,-19.11
ORD10336,SKU119,Home & Kitchen,D,4,13.0,11.54,4.6,140,35.06,306.33,16.14,37.66,72.72,25.0,5.0,102.72,203.61,25.68,66.47
